payment_id,policy_number,transaction_date,paid_amount
p-0007334,Policy-000924,7/8/2020,7330.42
p-0007335,Policy-000924,8/8/2020,7330.42
p-0007336,Policy-000924,9/8/2020,7330.42
p-0007337,Policy-000924,10/8/2020,7330.42
p-0007338,Policy-000924,11/8/2020,7330.42
p-0007339,Policy-000924,12/8/2020,7330.42
p-0007340,Policy-000924,1/8/2021,7330.42
p-0007341,Policy-000924,2/8/2021,7330.42
p-0007342,Policy-000924,3/8/2021,7330.42
p-0007343,Policy-000924,4/8/2021,7330.42
p-0007344,Policy-000924,5/8/2021,7330.42
p-0007345,Policy-000930,3/25/2018,7330.42
p-0007346,Policy-000930,4/25/2018,7330.42
p-0007347,Policy-000930,5/25/2018,7330.42
p-0007348,Policy-000930,6/25/2018,7330.42
p-0007349,Policy-000930,7/25/2018,7330.42
p-0007350,Policy-000930,8/25/2018,7330.42
p-0007351,Policy-000930,9/25/2018,7330.42
p-0007352,Policy-000930,10/25/2018,7330.42
p-0007353,Policy-000930,11/25/2018,7330.42
p-0007354,Policy-000930,12/25/2018,7330.42
p-0007355,Policy-000930,1/25/2019,7330.42
p-0007356,Policy-000930,2/25/2019,7330.42
p-0007357,Policy-000930,3/25/2019,7330.42
p-0007358,Policy-000930,4/25/2019,7330.42
p-0007359,Policy-000930,5/25/2019,7330.42
p-0007360,Policy-000930,6/25/2019,7330.42
p-0007361,Policy-000930,7/25/2019,7330.42
p-0007362,Policy-000930,8/25/2019,7330.42
p-0007363,Policy-000930,9/25/2019,7330.42
p-0007364,Policy-000930,10/25/2019,7330.42
p-0007365,Policy-000930,11/25/2019,7330.42
p-0007366,Policy-000930,12/25/2019,7330.42
p-0007367,Policy-000930,1/25/2020,7330.42
p-0007368,Policy-000930,2/25/2020,7330.42
p-0007369,Policy-000930,3/25/2020,7330.42
p-0007370,Policy-000930,4/25/2020,7330.42
p-0007371,Policy-000930,5/25/2020,7330.42
p-0007372,Policy-000930,6/25/2020,7330.42
p-0007373,Policy-000930,7/25/2020,7330.42
p-0007374,Policy-000930,8/25/2020,7330.42
p-0007375,Policy-000930,9/25/2020,7330.42
p-0007376,Policy-000930,10/25/2020,7330.42
p-0007377,Policy-000930,11/25/2020,7330.42
p-0007378,Policy-000930,12/25/2020,7330.42
p-0007379,Policy-000930,1/25/2021,7330.42
p-0007380,Policy-000930,2/25/2021,7330.42
p-0007381,Policy-000935,9/16/2018,7330.42
p-0007382,Policy-000935,10/16/2018,7330.42
p-0007383,Policy-000935,11/16/2018,7330.42
p-0007384,Policy-000935,12/16/2018,7330.42
p-0007385,Policy-000935,1/16/2019,7330.42
p-0007386,Policy-000935,2/16/2019,7330.42
p-0007387,Policy-000935,3/16/2019,7330.42
p-0007388,Policy-000935,4/16/2019,7330.42
p-0007389,Policy-000935,5/16/2019,7330.42
p-0007390,Policy-000935,6/16/2019,7330.42
p-0007391,Policy-000935,7/16/2019,7330.42
p-0007392,Policy-000935,8/16/2019,7330.42
p-0007393,Policy-000935,9/16/2019,7330.42
p-0007394,Policy-000935,10/16/2019,7330.42
p-0007395,Policy-000935,11/16/2019,7330.42
p-0007396,Policy-000935,12/16/2019,7330.42
p-0007397,Policy-000935,1/16/2020,7330.42
p-0007398,Policy-000935,2/16/2020,7330.42
p-0007399,Policy-000935,3/16/2020,7330.42
p-0007400,Policy-000935,4/16/2020,7330.42
p-0007401,Policy-000935,5/16/2020,7330.42
p-0007402,Policy-000935,6/16/2020,7330.42
p-0007403,Policy-000935,7/16/2020,7330.42
p-0007404,Policy-000935,8/16/2020,7330.42
p-0007405,Policy-000935,9/16/2020,7330.42
p-0007406,Policy-000935,10/16/2020,7330.42
p-0007407,Policy-000935,11/16/2020,7330.42
p-0007408,Policy-000935,12/16/2020,7330.42
p-0007409,Policy-000935,1/16/2021,7330.42
p-0007410,Policy-000935,2/16/2021,7330.42
p-0007411,Policy-000935,3/16/2021,7330.42
p-0007412,Policy-000935,4/16/2021,7330.42
p-0007413,Policy-000935,5/16/2021,7330.42
p-0007414,Policy-000935,6/16/2021,7330.42
p-0007415,Policy-000935,7/16/2021,7330.42
p-0007416,Policy-000935,8/16/2021,7330.42
p-0007417,Policy-000964,2/7/2018,7330.42
p-0007418,Policy-000964,3/7/2018,7330.42
p-0007419,Policy-000964,4/7/2018,7330.42
p-0007420,Policy-000964,5/7/2018,7330.42
p-0007421,Policy-000964,6/7/2018,7330.42
p-0007422,Policy-000964,7/7/2018,7330.42
p-0007423,Policy-000964,8/7/2018,7330.42
p-0007424,Policy-000964,9/7/2018,7330.42
p-0007425,Policy-000964,10/7/2018,7330.42
p-0007426,Policy-000964,11/7/2018,7330.42
p-0007427,Policy-000964,12/7/2018,7330.42
p-0007428,Policy-000964,1/7/2019,7330.42
p-0007429,Policy-000964,2/7/2019,7330.42
p-0007430,Policy-000964,3/7/2019,7330.42
p-0007431,Policy-000964,4/7/2019,7330.42
p-0007432,Policy-000964,5/7/2019,7330.42
p-0007433,Policy-000964,6/7/2019,7330.42
p-0007434,Policy-000964,7/7/2019,7330.42
p-0007435,Policy-000964,8/7/2019,7330.42
p-0007436,Policy-000964,9/7/2019,7330.42
p-0007437,Policy-000964,10/7/2019,7330.42
p-0007438,Policy-000964,11/7/2019,7330.42
p-0007439,Policy-000964,12/7/2019,7330.42
p-0007440,Policy-000964,1/7/2020,7330.42
p-0007441,Policy-000964,2/7/2020,7330.42
p-0007442,Policy-000964,3/7/2020,7330.42
p-0007443,Policy-000964,4/7/2020,7330.42
p-0007444,Policy-000964,5/7/2020,7330.42
p-0007445,Policy-000964,6/7/2020,7330.42
p-0007446,Policy-000964,7/7/2020,7330.42
p-0007447,Policy-000964,8/7/2020,7330.42
p-0007448,Policy-000964,9/7/2020,7330.42
p-0007449,Policy-000964,10/7/2020,7330.42
p-0007450,Policy-000964,11/7/2020,7330.42
p-0007451,Policy-000964,12/7/2020,7330.42
p-0007452,Policy-000964,1/7/2021,7330.42
p-0007453,Policy-0001029,3/2/2018,7330.42
p-0007454,Policy-0001029,4/2/2018,7330.42
p-0007455,Policy-0001029,5/2/2018,7330.42
p-0007456,Policy-0001029,6/2/2018,7330.42
p-0007457,Policy-0001029,7/2/2018,7330.42
p-0007458,Policy-0001029,8/2/2018,7330.42
p-0007459,Policy-0001029,9/2/2018,7330.42
p-0007460,Policy-0001029,10/2/2018,7330.42
p-0007461,Policy-0001029,11/2/2018,7330.42
p-0007462,Policy-0001029,12/2/2018,7330.42
p-0007463,Policy-0001029,1/2/2019,7330.42
p-0007464,Policy-0001029,2/2/2019,7330.42
p-0007465,Policy-0001032,8/1/2018,7330.42
p-0007466,Policy-0001032,9/1/2018,7330.42
p-0007467,Policy-0001032,10/1/2018,7330.42
p-0007468,Policy-0001032,11/1/2018,7330.42
p-0007469,Policy-0001032,12/1/2018,7330.42
p-0007470,Policy-0001032,1/1/2019,7330.42
p-0007471,Policy-0001032,2/1/2019,7330.42
p-0007472,Policy-0001032,3/1/2019,7330.42
p-0007473,Policy-0001032,4/1/2019,7330.42
p-0007474,Policy-0001032,5/1/2019,7330.42
p-0007475,Policy-0001032,6/1/2019,7330.42
p-0007476,Policy-0001032,7/1/2019,7330.42
p-0007477,Policy-0001049,7/5/2018,7330.42
p-0007478,Policy-0001049,8/5/2018,7330.42
p-0007479,Policy-0001049,9/5/2018,7330.42
p-0007480,Policy-0001049,10/5/2018,7330.42
p-0007481,Policy-0001049,11/5/2018,7330.42
p-0007482,Policy-0001049,12/5/2018,7330.42
p-0007483,Policy-0001049,1/5/2019,7330.42
p-0007484,Policy-0001049,2/5/2019,7330.42
p-0007485,Policy-0001049,3/5/2019,7330.42
p-0007486,Policy-0001049,4/5/2019,7330.42
p-0007487,Policy-0001049,5/5/2019,7330.42
p-0007488,Policy-0001049,6/5/2019,7330.42
p-0007489,Policy-0001049,7/5/2019,7330.42
p-0007490,Policy-0001049,8/5/2019,7330.42
p-0007491,Policy-0001049,9/5/2019,7330.42
p-0007492,Policy-0001049,10/5/2019,7330.42
p-0007493,Policy-0001049,11/5/2019,7330.42
p-0007494,Policy-0001049,12/5/2019,7330.42
p-0007495,Policy-0001049,1/5/2020,7330.42
p-0007496,Policy-0001049,2/5/2020,7330.42
p-0007497,Policy-0001049,3/5/2020,7330.42
p-0007498,Policy-0001049,4/5/2020,7330.42
p-0007499,Policy-0001049,5/5/2020,7330.42
p-0007500,Policy-0001049,6/5/2020,7330.42
p-0007501,Policy-0001049,7/5/2020,7330.42
p-0007502,Policy-0001049,8/5/2020,7330.42
p-0007503,Policy-0001049,9/5/2020,7330.42
p-0007504,Policy-0001049,10/5/2020,7330.42
p-0007505,Policy-0001049,11/5/2020,7330.42
p-0007506,Policy-0001049,12/5/2020,7330.42
p-0007507,Policy-0001049,1/5/2021,7330.42
p-0007508,Policy-0001049,2/5/2021,7330.42
p-0007509,Policy-0001049,3/5/2021,7330.42
p-0007510,Policy-0001049,4/5/2021,7330.42
p-0007511,Policy-0001049,5/5/2021,7330.42
p-0007512,Policy-0001049,6/5/2021,7330.42
p-0007513,Policy-0001079,2/27/2018,7330.42
p-0007514,Policy-0001079,3/27/2018,7330.42
p-0007515,Policy-0001079,4/27/2018,7330.42
p-0007516,Policy-0001079,5/27/2018,7330.42
p-0007517,Policy-0001079,6/27/2018,7330.42
p-0007518,Policy-0001079,7/27/2018,7330.42
p-0007519,Policy-0001079,8/27/2018,7330.42
p-0007520,Policy-0001079,9/27/2018,7330.42
p-0007521,Policy-0001079,10/27/2018,7330.42
p-0007522,Policy-0001079,11/27/2018,7330.42
p-0007523,Policy-0001079,12/27/2018,7330.42
p-0007524,Policy-0001079,1/27/2019,7330.42
p-0007525,Policy-0001116,1/23/2018,7330.42
p-0007526,Policy-0001116,2/23/2018,7330.42
p-0007527,Policy-0001116,3/23/2018,7330.42
p-0007528,Policy-0001116,4/23/2018,7330.42
p-0007529,Policy-0001116,5/23/2018,7330.42
p-0007530,Policy-0001116,6/23/2018,7330.42
p-0007531,Policy-0001116,7/23/2018,7330.42
p-0007532,Policy-0001116,8/23/2018,7330.42
p-0007533,Policy-0001116,9/23/2018,7330.42
p-0007534,Policy-0001116,10/23/2018,7330.42
p-0007535,Policy-0001116,11/23/2018,7330.42
p-0007536,Policy-0001116,12/23/2018,7330.42
p-0007537,Policy-0001116,1/23/2019,7330.42
p-0007538,Policy-0001116,2/23/2019,7330.42
p-0007539,Policy-0001116,3/23/2019,7330.42
p-0007540,Policy-0001116,4/23/2019,7330.42
p-0007541,Policy-0001116,5/23/2019,7330.42
p-0007542,Policy-0001116,6/23/2019,7330.42
p-0007543,Policy-0001116,7/23/2019,7330.42
p-0007544,Policy-0001116,8/23/2019,7330.42
p-0007545,Policy-0001116,9/23/2019,7330.42
p-0007546,Policy-0001116,10/23/2019,7330.42
p-0007547,Policy-0001116,11/23/2019,7330.42
p-0007548,Policy-0001116,12/23/2019,7330.42
p-0007549,Policy-0001116,1/23/2020,7330.42
p-0007550,Policy-0001116,2/23/2020,7330.42
p-0007551,Policy-0001116,3/23/2020,7330.42
p-0007552,Policy-0001116,4/23/2020,7330.42
p-0007553,Policy-0001116,5/23/2020,7330.42
p-0007554,Policy-0001116,6/23/2020,7330.42
p-0007555,Policy-0001116,7/23/2020,7330.42
p-0007556,Policy-0001116,8/23/2020,7330.42
p-0007557,Policy-0001116,9/23/2020,7330.42
p-0007558,Policy-0001116,10/23/2020,7330.42
p-0007559,Policy-0001116,11/23/2020,7330.42
p-0007560,Policy-0001116,12/23/2020,7330.42
p-0007561,Policy-0001136,3/13/2018,7330.42
p-0007562,Policy-0001136,4/13/2018,7330.42
p-0007563,Policy-0001136,5/13/2018,7330.42
p-0007564,Policy-0001136,6/13/2018,7330.42
p-0007565,Policy-0001136,7/13/2018,7330.42
p-0007566,Policy-0001136,8/13/2018,7330.42
p-0007567,Policy-0001136,9/13/2018,7330.42
p-0007568,Policy-0001136,10/13/2018,7330.42
p-0007569,Policy-0001136,11/13/2018,7330.42
p-0007570,Policy-0001136,12/13/2018,7330.42
p-0007571,Policy-0001136,1/13/2019,7330.42
p-0007572,Policy-0001136,2/13/2019,7330.42
p-0007573,Policy-0001136,3/13/2019,7330.42
p-0007574,Policy-0001136,4/13/2019,7330.42
p-0007575,Policy-0001136,5/13/2019,7330.42
p-0007576,Policy-0001136,6/13/2019,7330.42
p-0007577,Policy-0001136,7/13/2019,7330.42
p-0007578,Policy-0001136,8/13/2019,7330.42
p-0007579,Policy-0001136,9/13/2019,7330.42
p-0007580,Policy-0001136,10/13/2019,7330.42
p-0007581,Policy-0001136,11/13/2019,7330.42
p-0007582,Policy-0001136,12/13/2019,7330.42
p-0007583,Policy-0001136,1/13/2020,7330.42
p-0007584,Policy-0001136,2/13/2020,7330.42
p-0007585,Policy-0001136,3/13/2020,7330.42
p-0007586,Policy-0001136,4/13/2020,7330.42
p-0007587,Policy-0001136,5/13/2020,7330.42
p-0007588,Policy-0001136,6/13/2020,7330.42
p-0007589,Policy-0001136,7/13/2020,7330.42
p-0007590,Policy-0001136,8/13/2020,7330.42
p-0007591,Policy-0001136,9/13/2020,7330.42
p-0007592,Policy-0001136,10/13/2020,7330.42
p-0007593,Policy-0001136,11/13/2020,7330.42
p-0007594,Policy-0001136,12/13/2020,7330.42
p-0007595,Policy-0001136,1/13/2021,7330.42
p-0007596,Policy-0001136,2/13/2021,7330.42
p-0007597,Policy-0001177,6/9/2018,7330.42
p-0007598,Policy-0001177,7/9/2018,7330.42
p-0007599,Policy-0001177,8/9/2018,7330.42
p-0007600,Policy-0001177,9/9/2018,7330.42
p-0007601,Policy-0001177,10/9/2018,7330.42
p-0007602,Policy-0001177,11/9/2018,7330.42
p-0007603,Policy-0001177,12/9/2018,7330.42
p-0007604,Policy-0001177,1/9/2019,7330.42
p-0007605,Policy-0001177,2/9/2019,7330.42
p-0007606,Policy-0001177,3/9/2019,7330.42
p-0007607,Policy-0001177,4/9/2019,7330.42
p-0007608,Policy-0001177,5/9/2019,7330.42
p-0007609,Policy-0001194,8/23/2018,7330.42
p-0007610,Policy-0001194,9/23/2018,7330.42
p-0007611,Policy-0001194,10/23/2018,7330.42
p-0007612,Policy-0001194,11/23/2018,7330.42
p-0007613,Policy-0001194,12/23/2018,7330.42
p-0007614,Policy-0001194,1/23/2019,7330.42
p-0007615,Policy-0001194,2/23/2019,7330.42
p-0007616,Policy-0001194,3/23/2019,7330.42
p-0007617,Policy-0001194,4/23/2019,7330.42
p-0007618,Policy-0001194,5/23/2019,7330.42
p-0007619,Policy-0001194,6/23/2019,7330.42
p-0007620,Policy-0001194,7/23/2019,7330.42
p-0007621,Policy-0001194,8/23/2019,7330.42
p-0007622,Policy-0001194,9/23/2019,7330.42
p-0007623,Policy-0001194,10/23/2019,7330.42
p-0007624,Policy-0001194,11/23/2019,7330.42
p-0007625,Policy-0001194,12/23/2019,7330.42
p-0007626,Policy-0001194,1/23/2020,7330.42
p-0007627,Policy-0001194,2/23/2020,7330.42
p-0007628,Policy-0001194,3/23/2020,7330.42
p-0007629,Policy-0001194,4/23/2020,7330.42
p-0007630,Policy-0001194,5/23/2020,7330.42
p-0007631,Policy-0001194,6/23/2020,7330.42
p-0007632,Policy-0001194,7/23/2020,7330.42
p-0007633,Policy-0001194,8/23/2020,7330.42
p-0007634,Policy-0001194,9/23/2020,7330.42
p-0007635,Policy-0001194,10/23/2020,7330.42
p-0007636,Policy-0001194,11/23/2020,7330.42
p-0007637,Policy-0001194,12/23/2020,7330.42
p-0007638,Policy-0001194,1/23/2021,7330.42
p-0007639,Policy-0001194,2/23/2021,7330.42
p-0007640,Policy-0001194,3/23/2021,7330.42
p-0007641,Policy-0001194,4/23/2021,7330.42
p-0007642,Policy-0001194,5/23/2021,7330.42
p-0007643,Policy-0001194,6/23/2021,7330.42
p-0007644,Policy-0001194,7/23/2021,7330.42
p-0007645,Policy-0001201,4/27/2018,7330.42
p-0007646,Policy-0001201,5/27/2018,7330.42
p-0007647,Policy-0001201,6/27/2018,7330.42
p-0007648,Policy-0001201,7/27/2018,7330.42
p-0007649,Policy-0001201,8/27/2018,7330.42
p-0007650,Policy-0001201,9/27/2018,7330.42
p-0007651,Policy-0001201,10/27/2018,7330.42
p-0007652,Policy-0001201,11/27/2018,7330.42
p-0007653,Policy-0001201,12/27/2018,7330.42
p-0007654,Policy-0001201,1/27/2019,7330.42
p-0007655,Policy-0001201,2/27/2019,7330.42
p-0007656,Policy-0001201,3/27/2019,7330.42
p-0007657,Policy-0001201,4/27/2019,7330.42
p-0007658,Policy-0001201,5/27/2019,7330.42
p-0007659,Policy-0001201,6/27/2019,7330.42
p-0007660,Policy-0001201,7/27/2019,7330.42
p-0007661,Policy-0001201,8/27/2019,7330.42
p-0007662,Policy-0001201,9/27/2019,7330.42
p-0007663,Policy-0001201,10/27/2019,7330.42
p-0007664,Policy-0001201,11/27/2019,7330.42
p-0007665,Policy-0001201,12/27/2019,7330.42
p-0007666,Policy-0001201,1/27/2020,7330.42
p-0007667,Policy-0001201,2/27/2020,7330.42
p-0007668,Policy-0001201,3/27/2020,7330.42
p-0007669,Policy-0001201,4/27/2020,7330.42
p-0007670,Policy-0001201,5/27/2020,7330.42
p-0007671,Policy-0001201,6/27/2020,7330.42
p-0007672,Policy-0001201,7/27/2020,7330.42
p-0007673,Policy-0001201,8/27/2020,7330.42
p-0007674,Policy-0001201,9/27/2020,7330.42
p-0007675,Policy-0001201,10/27/2020,7330.42
p-0007676,Policy-0001201,11/27/2020,7330.42
p-0007677,Policy-0001201,12/27/2020,7330.42
p-0007678,Policy-0001201,1/27/2021,7330.42
p-0007679,Policy-0001201,2/27/2021,7330.42
p-0007680,Policy-0001201,3/27/2021,7330.42
p-0007681,Policy-00034,2/25/2018,13261.67
p-0007682,Policy-00034,3/25/2018,13261.67
p-0007683,Policy-00034,4/25/2018,13261.67
p-0007684,Policy-00034,5/25/2018,13261.67
p-0007685,Policy-00034,6/25/2018,13261.67
p-0007686,Policy-00034,7/25/2018,13261.67
p-0007687,Policy-00034,8/25/2018,13261.67
p-0007688,Policy-00034,9/25/2018,13261.67
p-0007689,Policy-00034,10/25/2018,13261.67
p-0007690,Policy-00034,11/25/2018,13261.67
p-0007691,Policy-00034,12/25/2018,13261.67
p-0007692,Policy-00034,1/25/2019,13261.67
p-0007693,Policy-00067,2/4/2018,13261.67
p-0007694,Policy-00067,3/4/2018,13261.67
p-0007695,Policy-00067,4/4/2018,13261.67
p-0007696,Policy-00067,5/4/2018,13261.67
p-0007697,Policy-00067,6/4/2018,13261.67
p-0007698,Policy-00067,7/4/2018,13261.67
p-0007699,Policy-00067,8/4/2018,13261.67
p-0007700,Policy-00067,9/4/2018,13261.67
p-0007701,Policy-00067,10/4/2018,13261.67
p-0007702,Policy-00067,11/4/2018,13261.67
p-0007703,Policy-00067,12/4/2018,13261.67
p-0007704,Policy-00067,1/4/2019,13261.67
p-0007705,Policy-00069,5/17/2018,13261.67
p-0007706,Policy-00069,6/17/2018,13261.67
p-0007707,Policy-00069,7/17/2018,13261.67
p-0007708,Policy-00069,8/17/2018,13261.67
p-0007709,Policy-00069,9/17/2018,13261.67
p-0007710,Policy-00069,10/17/2018,13261.67
p-0007711,Policy-00069,11/17/2018,13261.67
p-0007712,Policy-00069,12/17/2018,13261.67
p-0007713,Policy-00069,1/17/2019,13261.67
p-0007714,Policy-00069,2/17/2019,13261.67
p-0007715,Policy-00069,3/17/2019,13261.67
p-0007716,Policy-00069,4/17/2019,13261.67
p-0007717,Policy-00089,4/27/2018,13261.67
p-0007718,Policy-00089,5/27/2018,13261.67
p-0007719,Policy-00089,6/27/2018,13261.67
p-0007720,Policy-00089,7/27/2018,13261.67
p-0007721,Policy-00089,8/27/2018,13261.67
p-0007722,Policy-00089,9/27/2018,13261.67
p-0007723,Policy-00089,10/27/2018,13261.67
p-0007724,Policy-00089,11/27/2018,13261.67
p-0007725,Policy-00089,12/27/2018,13261.67
p-0007726,Policy-00089,1/27/2019,13261.67
p-0007727,Policy-00089,2/27/2019,13261.67
p-0007728,Policy-00089,3/27/2019,13261.67
p-0007729,Policy-000137,4/25/2018,13261.67
p-0007730,Policy-000137,5/25/2018,13261.67
p-0007731,Policy-000137,6/25/2018,13261.67
p-0007732,Policy-000137,7/25/2018,13261.67
p-0007733,Policy-000137,8/25/2018,13261.67
p-0007734,Policy-000137,9/25/2018,13261.67
p-0007735,Policy-000137,10/25/2018,13261.67
p-0007736,Policy-000137,11/25/2018,13261.67
p-0007737,Policy-000137,12/25/2018,13261.67
p-0007738,Policy-000137,1/25/2019,13261.67
p-0007739,Policy-000137,2/25/2019,13261.67
p-0007740,Policy-000137,3/25/2019,13261.67
p-0007741,Policy-000142,7/7/2018,13261.67
p-0007742,Policy-000142,8/7/2018,13261.67
p-0007743,Policy-000142,9/7/2018,13261.67
p-0007744,Policy-000142,10/7/2018,13261.67
p-0007745,Policy-000142,11/7/2018,13261.67
p-0007746,Policy-000142,12/7/2018,13261.67
p-0007747,Policy-000142,1/7/2019,13261.67
p-0007748,Policy-000142,2/7/2019,13261.67
p-0007749,Policy-000142,3/7/2019,13261.67
p-0007750,Policy-000142,4/7/2019,13261.67
p-0007751,Policy-000142,5/7/2019,13261.67
p-0007752,Policy-000142,6/7/2019,13261.67
p-0007753,Policy-000142,7/7/2019,13261.67
p-0007754,Policy-000142,8/7/2019,13261.67
p-0007755,Policy-000142,9/7/2019,13261.67
p-0007756,Policy-000142,10/7/2019,13261.67
p-0007757,Policy-000142,11/7/2019,13261.67
p-0007758,Policy-000142,12/7/2019,13261.67
p-0007759,Policy-000142,1/7/2020,13261.67
p-0007760,Policy-000142,2/7/2020,13261.67
p-0007761,Policy-000142,3/7/2020,13261.67
p-0007762,Policy-000142,4/7/2020,13261.67
p-0007763,Policy-000142,5/7/2020,13261.67
p-0007764,Policy-000142,6/7/2020,13261.67
p-0007765,Policy-000142,7/7/2020,13261.67
p-0007766,Policy-000142,8/7/2020,13261.67
p-0007767,Policy-000142,9/7/2020,13261.67
p-0007768,Policy-000142,10/7/2020,13261.67
p-0007769,Policy-000142,11/7/2020,13261.67
p-0007770,Policy-000142,12/7/2020,13261.67
p-0007771,Policy-000142,1/7/2021,13261.67
p-0007772,Policy-000142,2/7/2021,13261.67
p-0007773,Policy-000142,3/7/2021,13261.67
p-0007774,Policy-000142,4/7/2021,13261.67
p-0007775,Policy-000142,5/7/2021,13261.67
p-0007776,Policy-000142,6/7/2021,13261.67
p-0007777,Policy-000145,8/11/2018,13261.67
p-0007778,Policy-000145,9/11/2018,13261.67
p-0007779,Policy-000145,10/11/2018,13261.67
p-0007780,Policy-000145,11/11/2018,13261.67
p-0007781,Policy-000145,12/11/2018,13261.67
p-0007782,Policy-000145,1/11/2019,13261.67
p-0007783,Policy-000145,2/11/2019,13261.67
p-0007784,Policy-000145,3/11/2019,13261.67
p-0007785,Policy-000145,4/11/2019,13261.67
p-0007786,Policy-000145,5/11/2019,13261.67
p-0007787,Policy-000145,6/11/2019,13261.67
p-0007788,Policy-000145,7/11/2019,13261.67
p-0007789,Policy-000150,4/3/2018,13261.67
p-0007790,Policy-000150,5/3/2018,13261.67
p-0007791,Policy-000150,6/3/2018,13261.67
p-0007792,Policy-000150,7/3/2018,13261.67
p-0007793,Policy-000150,8/3/2018,13261.67
p-0007794,Policy-000150,9/3/2018,13261.67
p-0007795,Policy-000150,10/3/2018,13261.67
p-0007796,Policy-000150,11/3/2018,13261.67
p-0007797,Policy-000150,12/3/2018,13261.67
p-0007798,Policy-000150,1/3/2019,13261.67
p-0007799,Policy-000150,2/3/2019,13261.67
p-0007800,Policy-000150,3/3/2019,13261.67
p-0007801,Policy-000171,3/17/2018,13261.67
p-0007802,Policy-000171,4/17/2018,13261.67
p-0007803,Policy-000171,5/17/2018,13261.67
p-0007804,Policy-000171,6/17/2018,13261.67
p-0007805,Policy-000171,7/17/2018,13261.67
p-0007806,Policy-000171,8/17/2018,13261.67
p-0007807,Policy-000171,9/17/2018,13261.67
p-0007808,Policy-000171,10/17/2018,13261.67
p-0007809,Policy-000171,11/17/2018,13261.67
p-0007810,Policy-000171,12/17/2018,13261.67
p-0007811,Policy-000171,1/17/2019,13261.67
p-0007812,Policy-000171,2/17/2019,13261.67
p-0007813,Policy-000189,3/16/2018,13261.67
p-0007814,Policy-000189,4/16/2018,13261.67
p-0007815,Policy-000189,5/16/2018,13261.67
p-0007816,Policy-000189,6/16/2018,13261.67
p-0007817,Policy-000189,7/16/2018,13261.67
p-0007818,Policy-000189,8/16/2018,13261.67
p-0007819,Policy-000189,9/16/2018,13261.67
p-0007820,Policy-000189,10/16/2018,13261.67
p-0007821,Policy-000189,11/16/2018,13261.67
p-0007822,Policy-000189,12/16/2018,13261.67
p-0007823,Policy-000189,1/16/2019,13261.67
p-0007824,Policy-000189,2/16/2019,13261.67
p-0007825,Policy-000189,3/16/2019,13261.67
p-0007826,Policy-000189,4/16/2019,13261.67
p-0007827,Policy-000189,5/16/2019,13261.67
p-0007828,Policy-000189,6/16/2019,13261.67
p-0007829,Policy-000189,7/16/2019,13261.67
p-0007830,Policy-000189,8/16/2019,13261.67
p-0007831,Policy-000189,9/16/2019,13261.67
p-0007832,Policy-000189,10/16/2019,13261.67
p-0007833,Policy-000189,11/16/2019,13261.67
p-0007834,Policy-000189,12/16/2019,13261.67
p-0007835,Policy-000189,1/16/2020,13261.67
p-0007836,Policy-000189,2/16/2020,13261.67
p-0007837,Policy-000189,3/16/2020,13261.67
p-0007838,Policy-000189,4/16/2020,13261.67
p-0007839,Policy-000189,5/16/2020,13261.67
p-0007840,Policy-000189,6/16/2020,13261.67
p-0007841,Policy-000189,7/16/2020,13261.67
p-0007842,Policy-000189,8/16/2020,13261.67
p-0007843,Policy-000189,9/16/2020,13261.67
p-0007844,Policy-000189,10/16/2020,13261.67
p-0007845,Policy-000189,11/16/2020,13261.67
p-0007846,Policy-000189,12/16/2020,13261.67
p-0007847,Policy-000189,1/16/2021,13261.67
p-0007848,Policy-000189,2/16/2021,13261.67
p-0007849,Policy-000191,2/20/2018,13261.67
p-0007850,Policy-000191,3/20/2018,13261.67
p-0007851,Policy-000191,4/20/2018,13261.67
p-0007852,Policy-000191,5/20/2018,13261.67
p-0007853,Policy-000191,6/20/2018,13261.67
p-0007854,Policy-000191,7/20/2018,13261.67
p-0007855,Policy-000191,8/20/2018,13261.67
p-0007856,Policy-000191,9/20/2018,13261.67
p-0007857,Policy-000191,10/20/2018,13261.67
p-0007858,Policy-000191,11/20/2018,13261.67
p-0007859,Policy-000191,12/20/2018,13261.67
p-0007860,Policy-000191,1/20/2019,13261.67
p-0007861,Policy-000197,8/17/2018,13261.67
p-0007862,Policy-000197,9/17/2018,13261.67
p-0007863,Policy-000197,10/17/2018,13261.67
p-0007864,Policy-000197,11/17/2018,13261.67
p-0007865,Policy-000197,12/17/2018,13261.67
p-0007866,Policy-000197,1/17/2019,13261.67
p-0007867,Policy-000197,2/17/2019,13261.67
p-0007868,Policy-000197,3/17/2019,13261.67
p-0007869,Policy-000197,4/17/2019,13261.67
p-0007870,Policy-000197,5/17/2019,13261.67
p-0007871,Policy-000197,6/17/2019,13261.67
p-0007872,Policy-000197,7/17/2019,13261.67
p-0007873,Policy-000197,8/17/2019,13261.67
p-0007874,Policy-000197,9/17/2019,13261.67
p-0007875,Policy-000197,10/17/2019,13261.67
p-0007876,Policy-000197,11/17/2019,13261.67
p-0007877,Policy-000197,12/17/2019,13261.67
p-0007878,Policy-000197,1/17/2020,13261.67
p-0007879,Policy-000197,2/17/2020,13261.67
p-0007880,Policy-000197,3/17/2020,13261.67
p-0007881,Policy-000197,4/17/2020,13261.67
p-0007882,Policy-000197,5/17/2020,13261.67
p-0007883,Policy-000197,6/17/2020,13261.67
